employee_id,name,department,level,city,age,years_at_company,salary,bonus,total_comp,performance_score,remote_ratio,overtime_hours,training_hours,fte
EMP01204,Cristian Matei,Legal,Senior,Craiova,36,9,21962.0,2813.0,24775.0,3.57,0,4,25,1.0
EMP01205,Gabriel Voicu,Customer Success,Senior,Cluj-Napoca,30,9,16018.0,1910.0,17928.0,3.63,23,0,38,1.0
EMP01206,Teodora Georgescu,Engineering,Junior,Remote,29,1,17236.0,1008.0,18244.0,3.75,80,4,16,1.0
EMP01207,Mirela Marin,HR,Junior,Sibiu,28,2,8119.0,496.0,8615.0,3.31,16,4,31,1.0
EMP01208,Monica Dobre,Product,Mid,Sibiu,26,4,20210.0,1492.0,21702.0,2.97,97,3,29,1.0
EMP01209,Andrei Stan,Engineering,Senior,Oradea,47,14,14421.0,1032.0,15453.0,3.59,75,2,40,1.0
EMP01210,Cristian Dobre,Marketing,Mid,Cluj-Napoca,36,8,16791.0,886.0,17677.0,3.36,3,3,22,1.0
EMP01211,Alex Vasilescu,Sales,Junior,Pitesti,28,0,13514.0,340.0,13854.0,3.47,42,4,21,1.0
EMP01212,Calin Luca,Product,Senior,Brasov,50,10,16477.0,2045.0,18522.0,2.9,36,6,24,1.0
EMP01213,Bianca Ilie,Business Intelligence,Junior,Brasov,31,3,7607.0,484.0,8091.0,3.07,88,7,31,1.0
EMP01214,Alex Ionescu,Operations,Senior,Bucharest,31,10,16645.0,1042.0,17687.0,3.54,5,8,16,1.0
EMP01215,Ana Petrescu,Customer Success,Lead,Iasi,46,21,18395.0,2417.0,20812.0,3.03,44,10,30,1.0
EMP01216,Daniela Voicu,Sales,Mid,Cluj-Napoca,39,7,20708.0,2690.0,23398.0,3.96,39,6,35,1.0
EMP01217,Denis Ilie,Operations,Mid,Cluj-Napoca,37,3,12872.0,454.0,13326.0,3.45,32,5,28,1.0
EMP01218,Gabriel Ilie,Operations,Mid,Remote,38,8,14265.0,715.0,14980.0,3.8,28,12,26,1.0
EMP01219,Denis Ilie,Compliance,Mid,Bucharest,39,7,21262.0,583.0,21845.0,4.34,100,2,22,1.0
EMP01220,Andrei Dumitru,Data,Junior,Iasi,23,1,11779.0,658.0,12437.0,3.74,68,4,22,1.0
EMP01221,Mihai Enache,Product,Mid,Iasi,34,6,16068.0,165.0,16233.0,3.71,29,3,16,1.0
EMP01222,Calin Vasilescu,Data,Mid,Iasi,25,4,17904.0,259.0,18163.0,4.03,70,0,10,1.0
EMP01223,Elena Marin,Engineering,Mid,Iasi,30,7,26596.0,1144.0,27740.0,3.6,73,2,23,1.0
EMP01224,Mihai Stan,Customer Success,Mid,Galati,26,5,6709.0,682.0,7391.0,3.97,11,5,22,0.74
EMP01225,Mirela Stoica,Engineering,Lead,Cluj-Napoca,37,6,30569.0,3631.0,34200.0,3.77,73,4,39,1.0
EMP01226,Radu Stoica,HR,Mid,Bucharest,25,4,16617.0,1844.0,18461.0,3.7,22,6,33,1.0
EMP01227,Ioana Matei,HR,Mid,Timisoara,37,8,16162.0,658.0,16820.0,3.21,37,4,28,1.0
EMP01228,Monica Matei,Compliance,Senior,Brasov,33,11,22755.0,2175.0,24930.0,3.56,17,0,17,1.0
EMP01229,Ioana Stan,Data,Junior,Bucharest,23,2,16820.0,1487.0,18307.0,2.89,62,0,20,1.0
EMP01230,Cristian Dumitru,Product,Mid,Brasov,27,6,17879.0,1960.0,19839.0,3.54,65,2,27,1.0
EMP01231,Ioana Popescu,Customer Success,Senior,Cluj-Napoca,46,6,16450.0,1281.0,17731.0,3.73,43,5,24,1.0
EMP01232,Radu Stan,Marketing,Mid,Oradea,25,4,7292.0,370.0,7662.0,3.48,32,7,22,1.0
EMP01233,Denis Ilie,Product,Senior,Iasi,43,16,33976.0,1624.0,35600.0,3.61,74,9,11,1.0
EMP01234,Gabriel Vasilescu,Sales,Junior,Sibiu,28,1,13269.0,1026.0,14295.0,3.88,31,5,23,1.0
EMP01235,Mihai Georgescu,Procurement,Mid,Sibiu,36,8,13273.0,2029.0,15302.0,3.87,7,7,28,1.0
EMP01236,Bianca Stan,Sales,Lead,Pitesti,37,14,15761.0,742.0,16503.0,3.25,39,14,34,1.0
EMP01237,Laura Matei,Engineering,Junior,Bucharest,28,1,9808.0,315.0,10123.0,4.3,47,6,11,1.0
EMP01238,Calin Voicu,Operations,Mid,Sibiu,36,8,14611.0,997.0,15608.0,2.83,26,6,20,1.0
EMP01239,Calin Dumitru,HR,Mid,Timisoara,35,9,16001.0,1257.0,17258.0,3.75,57,4,9,1.0
EMP01240,Monica Marin,Finance,Junior,Bucharest,29,2,9802.0,509.0,10311.0,3.65,20,3,26,1.0
EMP01241,Alex Voicu,Sales,Senior,Cluj-Napoca,41,8,32986.0,3511.0,36497.0,2.96,47,8,24,1.0
EMP01242,Mirela Luca,Engineering,Mid,Bucharest,27,6,25559.0,2371.0,27930.0,3.59,47,0,24,1.0
EMP01243,Elena Ilie,Customer Success,Lead,Iasi,35,12,24933.0,4658.0,29591.0,4.0,14,2,32,0.61
EMP01244,Gabriel Popescu,Product,Senior,Bucharest,31,4,25576.0,2613.0,28189.0,3.27,82,2,18,1.0
EMP01245,Mirela Enache,Data,Mid,Constanta,33,6,11812.0,1540.0,13352.0,3.07,82,0,21,1.0
EMP01246,Mihai Dumitru,Engineering,Mid,Iasi,36,2,28639.0,2247.0,30886.0,4.95,57,3,13,1.0
EMP01247,Radu Stan,Marketing,Junior,Pitesti,23,2,9800.0,262.0,10062.0,3.03,24,10,22,1.0
EMP01248,Denis Petrescu,Sales,Junior,Timisoara,23,1,12685.0,931.0,13616.0,3.69,45,5,31,1.0
EMP01249,Teodora Stoica,Operations,Mid,Brasov,34,5,12772.0,1259.0,14031.0,3.74,2,8,30,1.0
EMP01250,Monica Ionescu,Product,Junior,Remote,27,4,11227.0,618.0,11845.0,3.35,55,1,19,1.0
EMP01251,Bianca Stoica,Customer Success,Mid,Timisoara,37,7,17720.0,119.0,17839.0,4.05,41,6,18,1.0
EMP01252,Cristian Stan,Business Intelligence,Junior,Timisoara,26,3,11383.0,366.0,11749.0,3.99,28,8,8,1.0
EMP01253,Stefan Stan,Engineering,Mid,Sibiu,38,2,24098.0,2220.0,26318.0,3.69,58,5,6,1.0
EMP01254,Iulia Ilie,Engineering,Lead,Pitesti,33,12,28702.0,2044.0,30746.0,2.77,80,9,29,1.0
EMP01255,Cristian Dobre,Operations,Junior,Bucharest,22,1,14418.0,730.0,15148.0,4.56,27,4,24,1.0
EMP01256,Cristian Matei,HR,Lead,Craiova,51,10,15354.0,1686.0,17040.0,3.21,21,6,28,1.0
EMP01257,Ioana Ionescu,Engineering,Junior,Bucharest,26,2,18143.0,575.0,18718.0,4.38,84,5,27,0.77
EMP01258,Cristian Petrescu,Data,Senior,Cluj-Napoca,30,8,34930.0,5063.0,39993.0,2.94,76,2,7,1.0
EMP01259,Monica Ilie,Data,Mid,Sibiu,35,3,18453.0,1352.0,19805.0,3.54,62,2,14,1.0
EMP01260,Alex Vasilescu,Operations,Mid,Bucharest,39,9,17648.0,824.0,18472.0,3.38,30,7,15,0.62
EMP01261,Vlad Voicu,Customer Success,Senior,Bucharest,35,12,20484.0,1422.0,21906.0,3.11,23,3,18,1.0
EMP01262,Stefan Voicu,Marketing,Senior,Iasi,44,7,20047.0,334.0,20381.0,4.22,55,7,7,1.0
EMP01263,Vlad Stan,Finance,Senior,Cluj-Napoca,49,14,18612.0,2081.0,20693.0,4.28,25,3,28,1.0
EMP01264,Teodora Popescu,Finance,Junior,Cluj-Napoca,27,1,6810.0,398.0,7208.0,3.23,29,6,29,1.0
EMP01265,Mihai Marin,Legal,Senior,Cluj-Napoca,48,16,30220.0,4692.0,34912.0,3.63,0,4,31,1.0
EMP01266,Ioana Voicu,Customer Success,Junior,Timisoara,31,2,8187.0,430.0,8617.0,3.08,62,3,30,1.0
EMP01267,Mihai Ionescu,Product,Mid,Galati,28,7,23492.0,577.0,24069.0,3.99,65,0,26,1.0
EMP01268,Stefan Georgescu,Marketing,Mid,Bucharest,30,8,17569.0,896.0,18465.0,3.04,52,6,24,1.0
EMP01269,Vlad Popescu,Security,Junior,Oradea,25,4,4754.0,304.0,5058.0,2.5,47,4,19,0.68
EMP01270,Mirela Dobre,Engineering,Mid,Cluj-Napoca,34,9,21671.0,1622.0,23293.0,4.23,57,1,30,1.0
EMP01271,Denis Matei,Procurement,Senior,Cluj-Napoca,37,10,20260.0,2365.0,22625.0,2.82,0,6,22,1.0
EMP01272,Laura Voicu,Procurement,Senior,Remote,31,10,21198.0,1321.0,22519.0,3.01,0,12,36,1.0
EMP01273,Vlad Luca,Operations,Mid,Sibiu,37,8,10318.0,626.0,10944.0,3.56,8,6,19,1.0
EMP01274,Radu Ilie,Finance,Junior,Constanta,24,2,6388.0,156.0,6544.0,3.28,18,3,20,1.0
EMP01275,Calin Voicu,Operations,Junior,Ploiesti,23,0,10452.0,1039.0,11491.0,3.94,44,5,23,1.0
EMP01276,Gabriel Stoica,Data,Lead,Timisoara,43,16,26804.0,1294.0,28098.0,3.13,49,8,10,1.0
EMP01277,Elena Enache,Security,Junior,Bucharest,26,1,12059.0,542.0,12601.0,3.38,24,4,32,1.0
EMP01278,Cristian Matei,Engineering,Junior,Bucharest,29,2,17836.0,0.0,17836.0,3.52,57,5,31,1.0
EMP01279,Vlad Ionescu,Operations,Junior,Cluj-Napoca,29,4,8244.0,730.0,8974.0,4.32,50,7,24,1.0
EMP01280,Laura Dumitru,Sales,Mid,Brasov,26,5,8391.0,563.0,8954.0,3.11,46,9,19,1.0
EMP01281,Andrei Popescu,Engineering,Junior,Brasov,24,1,9242.0,533.0,9775.0,3.82,100,3,12,1.0
EMP01282,Bianca Georgescu,Customer Success,Junior,Timisoara,25,1,6044.0,619.0,6663.0,3.94,70,2,16,1.0
EMP01283,Denis Stan,Finance,Mid,Sibiu,32,8,18700.0,841.0,19541.0,3.11,65,3,32,1.0
EMP01284,Mihai Vasilescu,Operations,Senior,Sibiu,47,6,15027.0,1734.0,16761.0,5.0,39,7,27,0.73
EMP01285,Laura Matei,Sales,Junior,Brasov,22,1,9171.0,923.0,10094.0,3.56,34,8,23,1.0
EMP01286,Alex Enache,Data,Mid,Cluj-Napoca,40,2,11710.0,856.0,12566.0,3.44,76,0,21,0.71
EMP01287,Ana Georgescu,Engineering,Senior,Oradea,30,6,20433.0,2449.0,22882.0,2.83,85,0,4,1.0
EMP01288,Mihai Matei,Marketing,Mid,Brasov,38,2,13805.0,2.0,13807.0,4.06,9,2,20,1.0
EMP01289,Denis Matei,Data,Junior,Brasov,28,2,12728.0,1210.0,13938.0,3.65,65,2,19,1.0
EMP01290,Radu Ilie,Marketing,Mid,Cluj-Napoca,26,2,16192.0,2117.0,18309.0,3.04,44,7,16,1.0
EMP01291,Daniela Matei,Engineering,Junior,Brasov,28,3,14549.0,1200.0,15749.0,2.89,58,0,35,1.0
EMP01292,Laura Ilie,Sales,Senior,Cluj-Napoca,30,4,20626.0,2017.0,22643.0,3.31,67,8,30,1.0
EMP01293,Ioana Marin,Sales,Senior,Bucharest,36,10,23943.0,2505.0,26448.0,3.07,53,10,25,1.0
EMP01294,Ioana Dumitru,Product,Senior,Timisoara,37,4,20387.0,1947.0,22334.0,3.59,85,6,15,1.0
EMP01295,Daniela Ilie,R&D,Junior,Timisoara,27,2,11290.0,574.0,11864.0,3.08,78,6,34,1.0
EMP01296,Laura Stoica,Marketing,Senior,Remote,34,13,12795.0,1551.0,14346.0,4.19,25,4,16,0.81
EMP01297,Cristian Stan,Sales,Mid,Brasov,33,4,18082.0,1185.0,19267.0,4.28,42,1,22,1.0
EMP01298,Daniela Luca,Legal,Senior,Craiova,47,5,17896.0,1268.0,19164.0,3.47,0,5,14,1.0
EMP01299,Bianca Popescu,Marketing,Mid,Bucharest,28,5,14115.0,1092.0,15207.0,3.3,31,2,29,1.0
EMP01300,Elena Georgescu,Sales,Mid,Craiova,25,4,13316.0,1391.0,14707.0,2.99,27,2,16,1.0
EMP01301,Mihai Petrescu,Marketing,Junior,Bucharest,28,4,16101.0,1251.0,17352.0,4.94,46,2,9,1.0
EMP01302,Ioana Georgescu,Data,Senior,Bucharest,48,7,36051.0,3366.0,39417.0,3.03,28,0,27,1.0
EMP01303,Ioana Matei,Customer Success,Lead,Bucharest,48,12,23750.0,3973.0,27723.0,3.8,20,0,37,1.0
EMP01304,Mirela Stoica,Engineering,Senior,Timisoara,37,10,41625.0,4272.0,45897.0,4.02,49,4,31,0.82
EMP01305,Teodora Petrescu,Product,Mid,Iasi,36,7,19248.0,1720.0,20968.0,3.96,91,5,30,1.0
EMP01306,Monica Popescu,Security,Junior,Bucharest,27,0,8525.0,435.0,8960.0,3.51,17,6,26,1.0
EMP01307,Bianca Dumitru,Data,Mid,Cluj-Napoca,34,9,15352.0,2219.0,17571.0,3.46,100,5,28,1.0
EMP01308,Iulia Stan,Data,Senior,Cluj-Napoca,32,11,35072.0,2209.0,37281.0,4.34,78,8,27,1.0
EMP01309,Elena Popescu,Data,Mid,Cluj-Napoca,31,8,20054.0,1291.0,21345.0,3.56,53,6,21,1.0
EMP01310,Teodora Enache,Operations,Mid,Sibiu,33,2,10535.0,219.0,10754.0,4.14,23,7,22,1.0
EMP01311,Alex Ilie,R&D,Lead,Remote,53,8,28787.0,2081.0,30868.0,3.96,99,2,31,1.0
EMP01312,Radu Matei,Engineering,Junior,Cluj-Napoca,23,2,10978.0,1120.0,12098.0,4.56,97,0,24,1.0
EMP01313,Daniela Matei,Engineering,Mid,Bucharest,25,4,27051.0,1522.0,28573.0,2.94,58,4,27,1.0
EMP01314,Calin Stan,Customer Success,Lead,Bucharest,55,18,21638.0,1756.0,23394.0,4.3,44,6,21,1.0
EMP01315,Calin Dobre,Product,Junior,Oradea,25,1,8831.0,925.0,9756.0,3.21,85,3,35,1.0
EMP01316,Teodora Marin,HR,Mid,Timisoara,35,3,11598.0,710.0,12308.0,3.64,25,8,37,1.0
EMP01317,Iulia Luca,Legal,Junior,Pitesti,29,0,11156.0,57.0,11213.0,3.89,0,1,12,1.0
EMP01318,Gabriel Dobre,Product,Senior,Bucharest,47,13,27741.0,3872.0,31613.0,3.88,44,0,26,1.0
EMP01319,Teodora Enache,Sales,Mid,Craiova,36,2,19654.0,1703.0,21357.0,4.84,26,6,23,1.0
EMP01320,Cristian Luca,Customer Success,Mid,Iasi,26,5,7329.0,409.0,7738.0,4.55,22,6,32,0.87
EMP01321,Alex Ilie,Engineering,Junior,Bucharest,26,0,20114.0,1760.0,21874.0,4.67,66,7,36,1.0
EMP01322,Elena Ionescu,Sales,Mid,Oradea,28,5,14127.0,817.0,14944.0,3.55,29,4,38,1.0
EMP01323,Vlad Ionescu,Operations,Lead,Cluj-Napoca,33,6,17035.0,1401.0,18436.0,3.15,39,2,28,0.76
EMP01324,Bianca Stan,Operations,Mid,Bucharest,39,6,8465.0,377.0,8842.0,3.87,29,8,37,1.0
EMP01325,Andrei Stan,Product,Junior,Cluj-Napoca,22,0,15106.0,1388.0,16494.0,3.82,52,1,17,1.0
EMP01326,Denis Georgescu,Customer Success,Mid,Bucharest,34,3,12613.0,552.0,13165.0,3.56,52,4,12,0.85
EMP01327,Daniela Luca,Operations,Mid,Sibiu,26,3,8594.0,776.0,9370.0,3.67,6,5,18,1.0
EMP01328,Vlad Georgescu,Marketing,Lead,Bucharest,35,14,37519.0,3641.0,41160.0,3.93,32,5,28,1.0
EMP01329,Bianca Ilie,Product,Senior,Remote,41,14,18549.0,2207.0,20756.0,3.85,67,2,25,1.0
EMP01330,Alex Popescu,Customer Success,Senior,Constanta,42,7,17062.0,2627.0,19689.0,3.2,48,8,33,1.0
EMP01331,Cristian Georgescu,HR,Mid,Brasov,39,8,12992.0,1371.0,14363.0,3.29,37,5,40,1.0
EMP01332,Laura Luca,Marketing,Junior,Oradea,26,2,8341.0,1369.0,9710.0,3.49,50,0,29,1.0
EMP01333,Iulia Dumitru,Operations,Senior,Constanta,29,8,16471.0,1185.0,17656.0,3.14,27,7,30,1.0
EMP01334,Alex Georgescu,R&D,Junior,Bucharest,31,4,21266.0,2439.0,23705.0,4.38,81,5,36,1.0
EMP01335,Monica Marin,Finance,Mid,Bucharest,28,7,15472.0,0.0,15472.0,3.64,62,0,33,1.0
EMP01336,Ioana Enache,Engineering,Mid,Remote,32,7,28299.0,1413.0,29712.0,4.2,64,0,21,1.0
EMP01337,Stefan Ilie,Finance,Senior,Iasi,31,10,21832.0,2223.0,24055.0,3.39,28,6,24,1.0
EMP01338,Cristian Petrescu,Customer Success,Senior,Bucharest,32,5,10252.0,687.0,10939.0,3.73,44,5,23,1.0
EMP01339,Mihai Stan,Sales,Mid,Bucharest,32,7,17456.0,1093.0,18549.0,3.58,29,4,25,1.0
EMP01340,Ioana Vasilescu,Data,Mid,Craiova,31,8,11991.0,562.0,12553.0,4.68,83,6,29,1.0
EMP01341,Monica Marin,Product,Mid,Bucharest,26,5,15801.0,73.0,15874.0,4.39,76,5,21,1.0
EMP01342,Vlad Matei,Product,Junior,Iasi,23,2,14861.0,1268.0,16129.0,3.36,40,3,12,1.0
EMP01343,Calin Enache,Engineering,Senior,Sibiu,36,5,18825.0,1911.0,20736.0,2.58,71,2,25,1.0
EMP01344,Iulia Matei,Sales,Mid,Bucharest,34,2,17286.0,1624.0,18910.0,3.36,35,7,31,1.0
EMP01345,Elena Marin,Engineering,Mid,Iasi,26,5,20577.0,2691.0,23268.0,3.83,88,6,18,1.0
EMP01346,Mirela Matei,Sales,Senior,Cluj-Napoca,37,13,23506.0,2110.0,25616.0,3.84,62,7,35,1.0
EMP01347,Elena Dumitru,Sales,Junior,Cluj-Napoca,31,2,12634.0,332.0,12966.0,4.65,21,4,39,1.0
EMP01348,Gabriel Stan,Data,Lead,Oradea,33,6,30935.0,3446.0,34381.0,3.26,60,5,20,1.0
EMP01349,Ana Stan,Customer Success,Senior,Craiova,36,9,20729.0,2620.0,23349.0,3.39,50,0,41,1.0
EMP01350,Gabriel Petrescu,Product,Mid,Timisoara,30,9,11685.0,392.0,12077.0,2.89,55,4,21,1.0
EMP01351,Calin Georgescu,Marketing,Senior,Remote,34,5,13940.0,1099.0,15039.0,2.65,42,0,24,1.0
EMP01352,Denis Ionescu,R&D,Junior,Remote,31,4,16423.0,1890.0,18313.0,3.84,46,6,51,1.0
EMP01353,Cristian Enache,Engineering,Mid,Pitesti,40,3,9526.0,496.0,10022.0,3.27,63,5,37,1.0
EMP01354,Teodora Marin,Business Intelligence,Senior,Bucharest,40,12,27818.0,4234.0,32052.0,2.57,40,5,29,1.0
EMP01355,Andrei Vasilescu,R&D,Mid,Timisoara,28,2,23532.0,839.0,24371.0,4.22,79,3,12,1.0
EMP01356,Calin Vasilescu,Operations,Junior,Brasov,30,1,10084.0,581.0,10665.0,2.77,23,4,23,1.0
EMP01357,Andrei Popescu,Customer Success,Mid,Remote,37,9,14041.0,943.0,14984.0,3.33,68,7,33,1.0
EMP01358,Ana Georgescu,HR,Mid,Cluj-Napoca,26,5,13684.0,932.0,14616.0,3.76,27,10,33,1.0
EMP01359,Alex Ilie,Sales,Senior,Timisoara,31,5,20790.0,310.0,21100.0,4.27,51,7,24,1.0
EMP01360,Radu Ionescu,Finance,Senior,Cluj-Napoca,37,13,12751.0,1727.0,14478.0,3.0,42,7,25,1.0
EMP01361,Andrei Voicu,Data,Mid,Craiova,40,7,16312.0,448.0,16760.0,4.1,54,9,12,1.0
EMP01362,Teodora Voicu,Marketing,Junior,Iasi,25,2,12695.0,919.0,13614.0,2.69,53,0,32,1.0
EMP01363,Iulia Enache,Engineering,Lead,Remote,40,19,52923.0,3598.0,56521.0,3.78,72,2,30,1.0
EMP01364,Alex Popescu,Security,Senior,Bucharest,41,14,23344.0,2093.0,25437.0,3.65,22,4,38,1.0
EMP01365,Cristian Vasilescu,HR,Senior,Bucharest,33,12,16667.0,1248.0,17915.0,3.09,37,3,37,1.0
EMP01366,Monica Ilie,Operations,Junior,Cluj-Napoca,27,0,12527.0,1029.0,13556.0,2.93,8,11,28,1.0
EMP01367,Denis Luca,Finance,Senior,Cluj-Napoca,38,13,27629.0,3948.0,31577.0,3.86,28,5,20,1.0
EMP01368,Monica Enache,Data,Junior,Iasi,24,3,15153.0,1316.0,16469.0,3.4,50,4,30,1.0
EMP01369,Elena Matei,Engineering,Senior,Timisoara,48,7,17569.0,1043.0,18612.0,3.3,67,0,14,1.0
EMP01370,Gabriel Luca,HR,Mid,Constanta,40,3,13733.0,1435.0,15168.0,3.76,42,0,18,1.0
EMP01371,Laura Stoica,Data,Mid,Cluj-Napoca,34,3,12309.0,766.0,13075.0,4.3,79,6,20,1.0
EMP01372,Daniela Stoica,Customer Success,Lead,Cluj-Napoca,44,12,17799.0,1653.0,19452.0,3.41,38,1,15,1.0
EMP01373,Mihai Dobre,Product,Senior,Bucharest,39,16,15651.0,955.0,16606.0,3.62,86,6,19,1.0
EMP01374,Bianca Ilie,Engineering,Mid,Iasi,29,5,15545.0,508.0,16053.0,3.44,65,5,37,1.0
EMP01375,Daniela Petrescu,R&D,Mid,Remote,29,4,20119.0,546.0,20665.0,4.19,68,5,9,1.0
EMP01376,Iulia Enache,Marketing,Junior,Bucharest,28,3,8885.0,280.0,9165.0,4.25,54,6,15,1.0
EMP01377,Stefan Vasilescu,HR,Junior,Brasov,25,4,5414.0,157.0,5571.0,4.1,36,0,27,1.0
EMP01378,Iulia Voicu,R&D,Mid,Bucharest,33,8,18648.0,932.0,19580.0,3.0,83,2,18,1.0
EMP01379,Laura Dumitru,Sales,Junior,Cluj-Napoca,22,0,7495.0,611.0,8106.0,3.17,36,8,27,1.0
EMP01380,Andrei Dobre,Operations,Mid,Iasi,30,4,9825.0,713.0,10538.0,3.0,15,1,40,1.0
EMP01381,Mirela Dobre,Engineering,Junior,Bucharest,22,0,20510.0,1849.0,22359.0,3.7,95,5,8,1.0
EMP01382,Mihai Dumitru,Sales,Senior,Brasov,49,13,10772.0,1674.0,12446.0,3.28,32,10,11,1.0
EMP01383,Gabriel Ionescu,Engineering,Mid,Brasov,25,4,16065.0,251.0,16316.0,2.85,90,1,20,1.0
EMP01384,Vlad Dumitru,Procurement,Mid,Pitesti,37,3,7572.0,255.0,7827.0,3.74,23,1,14,0.83
EMP01385,Alex Luca,R&D,Mid,Timisoara,31,6,16922.0,1808.0,18730.0,4.05,100,7,26,1.0
EMP01386,Mirela Dobre,Finance,Mid,Bucharest,33,9,22830.0,630.0,23460.0,3.79,49,2,26,1.0
EMP01387,Denis Ilie,Finance,Senior,Oradea,43,6,10465.0,929.0,11394.0,2.54,27,2,13,1.0
EMP01388,Ioana Stan,Procurement,Mid,Timisoara,40,4,16151.0,1119.0,17270.0,3.99,19,4,33,1.0
EMP01389,Andrei Luca,Compliance,Junior,Sibiu,27,0,8817.0,835.0,9652.0,3.73,58,3,15,1.0
EMP01390,Denis Luca,Data,Junior,Timisoara,22,1,14623.0,1163.0,15786.0,3.34,53,5,20,1.0
EMP01391,Iulia Stan,Engineering,Senior,Bucharest,40,16,39274.0,3715.0,42989.0,4.15,78,9,19,1.0
EMP01392,Laura Marin,HR,Junior,Brasov,31,2,11174.0,710.0,11884.0,4.42,35,3,46,1.0
EMP01393,Iulia Dobre,Engineering,Senior,Arad,39,10,30172.0,307.0,30479.0,3.57,100,2,25,1.0
EMP01394,Gabriel Popescu,Sales,Junior,Timisoara,28,3,10388.0,1179.0,11567.0,3.56,35,10,36,1.0
EMP01395,Alex Ionescu,Sales,Mid,Iasi,39,3,17392.0,1089.0,18481.0,3.67,44,5,40,0.89
EMP01396,Vlad Georgescu,Customer Success,Mid,Timisoara,26,3,14389.0,325.0,14714.0,3.96,38,4,26,1.0
EMP01397,Monica Popescu,Product,Mid,Oradea,38,5,9498.0,417.0,9915.0,4.25,52,0,32,1.0
EMP01398,Elena Vasilescu,Data,Junior,Iasi,24,3,14806.0,1137.0,15943.0,3.25,65,6,36,1.0
EMP01399,Radu Luca,Procurement,Junior,Brasov,25,2,6172.0,181.0,6353.0,2.93,17,0,17,1.0
EMP01400,Laura Georgescu,Product,Mid,Bucharest,33,9,13728.0,950.0,14678.0,3.77,48,7,37,1.0
EMP01401,Daniela Dobre,Finance,Mid,Bucharest,40,5,15182.0,1050.0,16232.0,2.61,23,0,24,1.0
EMP01402,Iulia Georgescu,Engineering,Junior,Cluj-Napoca,22,1,21898.0,1131.0,23029.0,3.48,58,1,20,0.62
EMP01403,Bianca Voicu,Operations,Mid,Bucharest,27,6,18948.0,1307.0,20255.0,3.41,11,8,30,1.0
EMP01404,Gabriel Georgescu,HR,Mid,Bucharest,38,8,14500.0,1360.0,15860.0,2.83,26,2,29,1.0
EMP01405,Alex Vasilescu,Finance,Mid,Cluj-Napoca,37,9,11897.0,495.0,12392.0,3.33,20,0,22,0.66
EMP01406,Mirela Marin,Data,Mid,Bucharest,27,6,19358.0,647.0,20005.0,4.09,73,2,23,1.0
EMP01407,Ana Petrescu,Finance,Junior,Brasov,28,3,12664.0,1053.0,13717.0,3.85,36,5,34,1.0
EMP01408,Alex Dobre,Finance,Junior,Bucharest,29,1,11166.0,653.0,11819.0,3.83,42,4,24,1.0
EMP01409,Gabriel Georgescu,Security,Mid,Iasi,36,6,16607.0,509.0,17116.0,3.27,38,6,32,1.0
EMP01410,Andrei Dobre,Procurement,Junior,Iasi,23,2,9346.0,1182.0,10528.0,3.24,12,5,24,1.0
EMP01411,Ana Matei,Engineering,Senior,Iasi,46,13,27954.0,2474.0,30428.0,3.38,73,3,38,1.0
EMP01412,Monica Marin,Data,Mid,Cluj-Napoca,26,5,17240.0,630.0,17870.0,2.82,46,9,12,1.0
EMP01413,Daniela Matei,R&D,Mid,Oradea,30,4,17183.0,1214.0,18397.0,3.69,49,6,20,1.0
EMP01414,Calin Luca,Operations,Junior,Oradea,29,2,11647.0,596.0,12243.0,3.06,40,5,15,1.0
EMP01415,Ana Marin,Product,Mid,Ploiesti,30,9,15101.0,87.0,15188.0,3.88,43,7,24,1.0
EMP01416,Daniela Popescu,Engineering,Mid,Cluj-Napoca,38,4,12715.0,656.0,13371.0,3.75,29,5,24,0.77
EMP01417,Elena Vasilescu,Engineering,Senior,Bucharest,42,10,18921.0,1718.0,20639.0,3.24,60,1,38,1.0
EMP01418,Stefan Ionescu,Data,Senior,Bucharest,39,6,38136.0,4522.0,42658.0,4.42,80,0,4,1.0
EMP01419,Ana Luca,Compliance,Mid,Brasov,34,6,9534.0,498.0,10032.0,3.67,56,0,20,1.0
EMP01420,Ana Georgescu,Procurement,Lead,Bucharest,38,11,23078.0,1099.0,24177.0,3.57,33,0,27,1.0
EMP01421,Ana Matei,Operations,Senior,Iasi,34,9,12823.0,236.0,13059.0,3.81,4,4,22,1.0
EMP01422,Vlad Dumitru,R&D,Senior,Pitesti,50,12,17955.0,1185.0,19140.0,2.77,62,1,28,1.0
EMP01423,Andrei Voicu,Product,Mid,Iasi,36,4,20309.0,356.0,20665.0,4.26,67,3,38,1.0
EMP01424,Bianca Georgescu,Marketing,Senior,Bucharest,30,7,16148.0,1660.0,17808.0,3.61,49,4,30,1.0
EMP01425,Bianca Stoica,Engineering,Mid,Oradea,25,3,19112.0,375.0,19487.0,3.24,73,0,33,1.0
EMP01426,Iulia Ilie,Procurement,Junior,Brasov,23,1,10915.0,597.0,11512.0,3.5,28,0,28,0.73
EMP01427,Bianca Ionescu,HR,Mid,Oradea,26,3,10291.0,819.0,11110.0,3.87,30,0,28,1.0
EMP01428,Teodora Vasilescu,Sales,Senior,Iasi,29,8,23715.0,3435.0,27150.0,3.12,18,5,27,1.0
EMP01429,Elena Matei,Customer Success,Mid,Cluj-Napoca,29,3,13887.0,341.0,14228.0,3.34,23,6,25,1.0
